AgencyYr,revenueindex,rpKey,Agnc,Yr,fta_5307_op,fta_5307_prv,fta_5311_op,fta_5316_op,fta_other_op,fta_op_other_spec,st_op_rmg,st_op_regmg,st_op_sng,st_op_ste,st_op_stod,st_op_other,st_op_other_spec,fta_5307_cg,fta_5309_cg,fta_5310_cg,fta_5311_cg,fta_5316_cg,Fstp_grnt_cg,fed_other_grnt_cg,fta_cg_other_spec,st_cg_rmg,st_cg_sng,st_cg_regmg,st_cg_ste,st_ct_van,st_cg_other,st_cg_other_spec,sales_tax,utility_tax,mvet,other_ad,other_int,other_gain,other_rev,other_rev_spec,dec_res,inc_res,Comments,expense_key,rpKey,Agnc,Yr,interest,principal,local_cap,deprec,Otra_exp_num,gen_fund,unrest_cash,oper_res,work_cap,cap_res_fund,cont_res,debt_ser_fund,insur_fund,other_balace,Comments,rpKey,Agnc,Yr,rvh_do_fixed,rvh_do_light,rvh_do_route,rvh_do_demand,rvh_do_van,rvh_do_CB,rvh_do_RB,rvh_do_SR,rvh_do_TB,rvh_pt_fixed,rvh_pt_ferry,rvh_pt_com,rvh_pt_light,rvh_pt_route,rvh_pt_demand,rvh_pt_CB,rvh_pt_RB,rvh_pt_DT,rvh_pt_SR,rvh_pt_TB,tvh_do_fixed,tvh_do_light,tvh_do_route,tvh_do_demand,tvh_do_van,tvh_do_CB,tvh_do_RB,tvh_do_SR,tvh_do_TB,tvh_pt_fixed,tvh_pt_ferry,tvh_pt_com,tvh_pt_light,tvh_pt_route,tvh_pt_demand,tvh_pt_CB,tvh_pt_RB,tvh_pt_DT,tvh_pt_SR,tvh_pt_TB,rvm_do_fixed,rvm_do_light,rvm_do_route,rvm_do_demand,rvm_do_van,rvm_do_CB,rvm_do_RB,rvm_do_SR,rvm_do_TB,rvm_pt_fixed,rvm_pt_ferry,rvm_pt_com,rvm_pt_light,rvm_pt_route,rvm_pt_demand,rvm_pt_CB,rvm_pt_RB,rvm_pt_DT,rvm_pt_SR,rvm_pt_TB,tvm_do_fixed,tvm_do_light,tvm_do_route,tvm_do_demand,tvm_do_van,tvm_do_CB,tvm_do_RB,tvm_do_SR,tvm_do_TB,tvm_pt_fixed,tvm_pt_ferry,tvm_pt_com,tvm_pt_light,tvm_pt_route,tvm_pt_demand,tvm_pt_CB,tvm_pt_RB,tvm_pt_DT,tvm_pt_SR,tvm_pt_TB,psgr_do_fixed,psgr_do_light,psgr_do_route,psgr_do_demand,psgr_do_van,psgr_do_CB,psgr_do_RB,psgr_do_SR,psgr_do_TB,psgr_pt_fixed,psgr_pt_ferry,psgr_pt_com,psgr_pt_light,psgr_pt_route,psgr_pt_demand,psgr_pt_CB,psgr_pt_RB,psgr_pt_DT,psgr_pt_SR,psgr_pt_TB,dfc_do_fixed,dfc_do_route,dfc_do_demand,dfc_do_van,dfc_do_CB,dfc_do_RB,dfc_pt_fixed,dfc_pt_ferry,dfc_pt_com,dfc_pt_route,dfc_pt_demand,dfc_pt_CB,dfc_pt_RB,dfc_pt_DT,pfc_do_fixed,pfc_do_route,pfc_do_demand,pfc_do_van,pfc_do_CB,pfc_do_RB,pfc_pt_fixed,pfc_pt_route,pfc_pt_demand,pfc_pt_CB,pfc_pt_RB,pfc_pt_DT,gfc_do_fixed,gfc_do_route,gfc_do_demand,gfc_do_van,gfc_do_CB,gfc_do_RB,gfc_pt_fixed,gfc_pt_route,gfc_pt_demand,gfc_pt_CB,gfc_pt_RB,gfc_pt_DT,elc_do_fixed,elc_do_light,elc_do_SR,elc_do_TB,elc_pt_fixed,elc_pt_light,elc_pt_SR,elc_pt_TB,cng_do_fixed,cng_do_route,cng_do_demand,cng_do_CB,cng_do_RB,cng_pt_fixed,cng_pt_route,cng_pt_demand,cng_pt_CB,cng_pt_RB,fte_do_fixed,fte_do_light,fte_do_route,fte_do_demand,fte_do_van,fte_do_CB,fte_do_RB,fte_do_SR,fte_do_TB,fte_pt_fixed,fte_pt_ferry,fte_pt_com,fte_pt_light,fte_pt_route,fte_pt_demand,fte_pt_CB,fte_pt_RB,fte_pt_DT,fte_pt_SR,fte_pt_TB,oex_do_fixed,oex_do_light,oex_do_route,oex_do_demand,oex_do_van,oex_do_CB,oex_do_RB,oex_do_SR,oex_do_TB,oex_pt_fixed,oex_pt_ferry,oex_pt_com,oex_pt_light,oex_pt_route,oex_pt_demand,oex_pt_CB,oex_pt_RB,oex_pt_DT,oex_pt_SR,oex_pt_TB,rev_do_fixed,rev_do_light,rev_do_route,rev_do_demand,rev_do_van,rev_do_CB,rev_do_RB,rev_do_SR,rev_do_TB,rev_pt_fixed,rev_pt_ferry,rev_pt_com,rev_pt_light,rev_pt_route,rev_pt_demand,rev_pt_CB,rev_pt_RB,rev_pt_DT,rev_pt_SR,rev_pt_TB,Comments
147,64,{46CF11EA-535A-4FDA-BC57-8A8D23C77F38},Okanogan County Transit Authority,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27448,0,0,0,0,0,102023,0,0,0,130625,0,0,2453622,0,0,0,39,0,0,0,0,0,,104,{46CF11EA-535A-4FDA-BC57-8A8D23C77F38},Okanogan County Transit Authority,2016,0,0,902530,274300,0,366608,2702159,0,0,0,0,0,0,0,,{46CF11EA-535A-4FDA-BC57-8A8D23C77F38},Okanogan County Transit Authority,2016,10455,0,0,0,258,0,0,0,0,282,0,0,0,0,3329,0,0,0,0,0,10899,0,0,0,258,0,0,0,0,294,0,0,0,0,3541,0,0,0,0,0,216640,0,0,0,14667,0,0,0,0,6806,0,0,0,0,42353,0,0,0,0,0,218645,0,0,0,14667,0,0,0,0,6945,0,0,0,0,47059,0,0,0,0,0,30495,0,0,0,1855,0,0,0,0,341,0,0,0,0,9023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25292,0,0,1342,0,0,902.0,0,5605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,1099086,0,0,0,3352,0,0,0,0,11480,0,0,0,0,202190,0,0,0,0,0,54591,0,0,0,5132,0,0,0,0,338,0,0,0,0,11708,0,0,0,0,0,
148,101,{34BF0ADE-E4DF-4319-AABE-A75F2BA22D8B},Okanogan County Transit Authority,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Section 5339 for bus purchase $434,734",0,0,0,0,0,0,0,2424330,0,0,0,0,0,0,0,0,0,,105,{34BF0ADE-E4DF-4319-AABE-A75F2BA22D8B},Okanogan County Transit Authority,2015,0,0,0,97568,0,1324939,2992039,0,0,0,0,0,0,0,,{34BF0ADE-E4DF-4319-AABE-A75F2BA22D8B},Okanogan County Transit Authority,2015,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,3376,0,0,0,0,0,2295,0,0,0,0,0,0,0,0,0,0,0,0,0,3486,0,0,0,0,0,36350,0,0,0,0,0,0,0,0,0,0,0,0,0,39455,0,0,0,0,0,36705,0,0,0,0,0,0,0,0,0,0,0,0,0,39656,0,0,0,0,0,10669,0,0,0,0,0,0,0,0,0,0,0,0,0,9746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4393,0,0,0,0,0,0.0,0,5034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,605520,0,0,0,0,0,0,0,0,0,0,0,0,0,168000,0,0,0,0,0,12456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
150,65,{9BBB55B2-92A2-43B1-8CCE-73E22AD552B0},pacific,2016,0,0,548557,0,0,0,261360,0,53499,38175,0,0,0,0,0,0,52987,0,0,0,0,0,0,0,0,0,0,0,808329,0,0,0,9677,1500,257,Room rental,0,142214,,108,{9BBB55B2-92A2-43B1-8CCE-73E22AD552B0},pacific,2016,0,0,0,243217,0,88291,1656739,0,0,2199833,0,0,0,0,,{9BBB55B2-92A2-43B1-8CCE-73E22AD552B0},pacific,2016,12913,0,0,8052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13300,0,0,8052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333837,0,0,100392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336509,0,0,101773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109717,0,0,13939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9646,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840303,0,0,527005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38768,0,0,5793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
151,102,{FE8A72F0-597F-4773-B1A1-C45170CE414A},pacific,2015,0,0,734183,0,0,0,0,0,36241,21891,13640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807654,0,0,0,3066,0,0,0,0,211000,,109,{FE8A72F0-597F-4773-B1A1-C45170CE414A},pacific,2015,0,0,0,254040,0,257000,1297667,0,0,1674521,0,0,0,0,,{FE8A72F0-597F-4773-B1A1-C45170CE414A},pacific,2015,13148,0,0,7152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13300,0,0,8046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325735,0,0,91723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334965,0,0,96696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112448,0,0,11601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9853,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862802,0,0,551627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34987,0,0,5228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
154,66,{0817B353-9E57-4ED1-8CDA-02DF24B3C15C},pierce,2016,1602444,8700193,0,0,0,0,0,818878,1554021,0,0,0,0,392673,247330,0,0,0,0,88568,0,0,0,0,0,0,0,0,76177935,0,0,699885,650061,904555,1758932,0,443364,0,,113,{0817B353-9E57-4ED1-8CDA-02DF24B3C15C},pierce,2016,0,0,13675531,17289674,0,0,79118243,0,0,475275,0,0,1224301,0,,{0817B353-9E57-4ED1-8CDA-02DF24B3C15C},pierce,2016,399839,0,0,47024,146880,0,0,0,0,0,0,0,0,0,116315,0,0,0,0,0,444950,0,0,52208,146880,0,0,0,0,0,0,0,0,0,131867,0,0,0,0,0,4534746,0,0,648133,4707552,0,0,0,0,0,0,0,0,0,1616578,0,0,0,0,0,5404224,0,0,732612,4707552,0,0,0,0,0,0,0,0,0,1868761,0,0,0,0,0,8588447,0,0,106022,828348,0,0,0,0,0,0,0,0,0,241969,0,0,0,0,0,183096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24034,0,89011,336298,0,0,0.0,0,303032,0,0,0,0,0,0,0,0,0,0,0,1274778,0,25162,0,0,0,0,0,0,0,426.0,0.0,0.0,43.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63778532,0,0,6753090,4355729,0,0,0,0,0,0,0,0,0,11299394,0,0,0,0,0,8576749,0,0,97116,3017326,0,0,0,0,0,0,0,0,0,221644,0,0,0,0,0,
155,103,{50B6B5DD-474D-4846-8303-E6C78798647F},pierce,2015,704150,5095512,0,0,0,0,1099615,1319802,0,0,440779,0,0,982645,0,0,0,0,0,462767,0,0,0,543168,0,409548,0,0,70914487,0,0,782601,190114,278983,1654068,0,45189598,0,,114,{50B6B5DD-474D-4846-8303-E6C78798647F},pierce,2015,0,0,15369504,16292407,0,0,93529908,0,0,2319745,0,0,1301691,0,,{50B6B5DD-474D-4846-8303-E6C78798647F},pierce,2015,388736,0,0,46407,143234,0,0,0,0,0,0,0,0,0,120544,0,0,0,0,0,432755,0,0,51043,143234,0,0,0,0,0,0,0,0,0,135727,0,0,0,0,0,4411207,0,0,612036,4580152,0,0,0,0,0,0,0,0,0,1724342,0,0,0,0,0,5247115,0,0,688348,4580152,0,0,0,0,0,0,0,0,0,1984747,0,0,0,0,0,9104337,0,0,113364,849159,0,0,0,0,0,0,0,0,0,255047,0,0,0,0,0,197390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22825,0,84966,341742,0,0,0.0,0,321631,0,0,0,0,0,0,0,0,0,0,0,1214583,0,26469,0,0,0,0,0,0,0,575.0,0.0,0.0,52.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56495424,0,0,6278667,4182296,0,0,0,0,0,0,0,0,0,11069042,0,0,0,0,0,9366803,0,0,72326,3026565,0,0,0,0,0,0,0,0,0,162720,0,0,0,0,0,
159,67,{5BA945AF-BFD4-4DB8-B5D3-5021279B7CB7},pullman,2016,0,0,803323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64918,0,0,0,0,0,0,1161526,0,0,0,0,0,0,0,0,,118,{5BA945AF-BFD4-4DB8-B5D3-5021279B7CB7},pullman,2016,0,0,16763,0,0,0,0,571703,320729,0,0,0,0,0,,{5BA945AF-BFD4-4DB8-B5D3-5021279B7CB7},pullman,2016,28857,0,0,6842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28857,0,0,7279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346309,0,0,55159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399654,0,0,59311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1319781,0,0,21279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9558,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.02,0.0,0.0,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3258730,0,0,814682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2207628,0,0,6072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
160,104,{9FDF0873-408A-4F85-B40C-F53CACACB661},pullman,2015,0,0,598520,0,0,0,0,0,60654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235108,0,0,0,0,0,0,0,65000,,119,{9FDF0873-408A-4F85-B40C-F53CACACB661},pullman,2015,0,0,9829,0,0,0,0,476421,327663,0,0,0,0,0,,{9FDF0873-408A-4F85-B40C-F53CACACB661},pullman,2015,28578,0,0,7132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28578,0,0,7587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347769,0,0,66961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352403,0,0,72001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1357906,0,0,23121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12600,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.64,0.0,0.0,6.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3084290,0,0,771072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042585,0,0,6956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
166,68,{223EAC79-0957-429E-8833-1AC16B9B3876},Quinault Indian Nation,2016,0,0,115125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,124,{223EAC79-0957-429E-8833-1AC16B9B3876},Quinault Indian Nation,2016,0,0,0,0,10061,0,0,0,0,0,0,0,0,0,,{223EAC79-0957-429E-8833-1AC16B9B3876},Quinault Indian Nation,2016,3391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Updated with accurate data on vh_do_fixed, tvh_do_route, tvm_do_route, dfc_do_fixed, gfc_do_fixed, fte_do_fixed, fte_do_route on 2018-11-15, NSS"
168,69,{47A22F92-ECC4-4F2E-AA10-9CC2FEDE6A5E},selah,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396737,0,0,0,0,0,0,0,0,0,,126,{47A22F92-ECC4-4F2E-AA10-9CC2FEDE6A5E},selah,2016,0,0,0,0,0,0,290974,0,0,0,0,0,0,0,,{47A22F92-ECC4-4F2E-AA10-9CC2FEDE6A5E},selah,2016,0,0,0,0,0,0,0,0,0,6222,0,0,0,0,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6481,0,0,0,0,1857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113415,0,0,0,0,18819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115076,0,0,0,0,20403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75712,0,0,0,0,3465,0,0,0,0,0,0,0,0,0,0,0,8564,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,255768,0,0,0,0,61585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
169,105,{AC29A872-6528-4C4E-9690-694881C8503D},selah,2015,0,0,0,0,0,0,0,0,0,0,4806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389597,0,0,0,1869,0,0,0,0,0,,127,{AC29A872-6528-4C4E-9690-694881C8503D},selah,2015,0,0,0,0,0,0,257466,0,0,0,0,0,0,0,,{AC29A872-6528-4C4E-9690-694881C8503D},selah,2015,0,0,0,0,0,0,0,0,0,3632,0,0,0,0,1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3748,0,0,0,0,1932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51864,0,0,0,0,18830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54360,0,0,0,0,22445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80306,0,0,0,0,3721,0,0,0,0,0,0,0,0,0,0,0,12180,0,0,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,214490,0,0,0,0,63702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
173,70,{08AB908F-987F-4328-AF91-DFFE23210A10},skagit,2016,1753642,0,0,0,49755,5310 Special Needs,0,31006,146014,0,44549,0,0,0,0,428,0,0,0,234946,"FTA 5339 pass through WSDOT $184,925...FTA 5317 $50,021",0,233318,0,0,149297,0,0,11119193,0,0,0,32999,4832,55166,"Includes meeting room rental, concessions, insurance recoveries and other similar sources",0,0,,131,{08AB908F-987F-4328-AF91-DFFE23210A10},skagit,2016,0,0,1739932,1498991,0,2176390,4983659,2104535,0,4279348,0,0,0,0,,{08AB908F-987F-4328-AF91-DFFE23210A10},skagit,2016,56983,0,0,30117,29868,10833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59417,0,0,33068,30414,11606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858705,0,0,333768,1037565,333546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918416,0,0,394086,1037565,359589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578638,0,0,64652,118028,116348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152325,0,38056,0,50459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58812,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0.0,0.0,39.7,2.4,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5674801,0,0,3977696,563168,1135743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296409,0,0,6254,448544,107963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
174,106,{40EA9F3B-14B0-4ADD-AC99-B9509704D87D},skagit,2015,1645601,0,0,0,287864,Federal Section 5307 PlanningChr(13)(10)Federal Section 5310 Operating,0,31006,146014,0,44549,0,0,5408,0,0,0,0,0,184925,Federal Section 5339,0,233318,0,0,149297,0,0,10233474,0,0,0,27469,61626,39568,"Skagit Station Concessions ($4,264) Skagit Station Bldg Rentals($8,794), Skagit Station Meeting Room Rentals($5,125), Insurance Recoveries ($16,462), Misc Revenues ($4,712), Reduced Fare ID ($211)",0,0,,132,{40EA9F3B-14B0-4ADD-AC99-B9509704D87D},skagit,2015,0,0,6091274,1784819,10912240,2167988,4094726,2096434,0,4262852,0,0,0,0,,{40EA9F3B-14B0-4ADD-AC99-B9509704D87D},skagit,2015,49732,0,8454,27336,29973,10802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52146,0,8987,29346,29973,11578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754082,0,149206,298078,1106828,338587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801681,0,156816,345275,1106828,358731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646315,0,33469,61616,129729,133350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129743,25638,36115,0,51075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.6,0.0,7.0,32.2,2.6,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4858156,0,959995,3075395,539264,1378382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328434,0,8767,5678,479466,123823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
178,71,{AFE2194B-6706-47CD-97B8-E82FCA698FD4},sound,2016,0,0,0,0,23112306,State of Good Repair (5337) & Fuel Tax Credit,0,0,0,0,0,0,0,23538429,40403112,0,0,0,0,85296832,"Public Transportation Research Alternatives, Build America Bonds, State of Good Repair (5337) & Buss & Bus Facilities (5339)",0,0,0,0,0,57132126,WSDOT Landbank credits & other WSDOT grants,747282169,3506211,85515137,1318723,15121017,2010632,10018141,"Sales tax mitigation,ORCA card fees, Rent income, Maintenance services, Use license fees, Judgements & claims, Miscellaneous revenue, ORCA Regional Program & event sponsership, O&M agreements, Local contributions, Park & Ride revenue & purchased transportation agreement",0,12774121,,136,{AFE2194B-6706-47CD-97B8-E82FCA698FD4},sound,2016,84282038,30430000,686274395,137209739,23280947,0,1289310692,60743584,0,321278602,15060628,76318719,2824479,10554858,,{AFE2194B-6706-47CD-97B8-E82FCA698FD4},sound,2016,0,204354,0,0,0,496115,0,9868,0,0,0,59275,0,0,0,114183,0,0,0,0,0,213539,0,0,0,614122,0,9905,0,0,0,63796,0,0,0,150758,0,0,0,0,0,4114274,0,0,0,9396151,0,75983,0,0,0,1794741,0,0,0,2524196,0,0,0,0,0,4366473,0,0,0,12721788,0,76262,0,0,0,1850401,0,0,0,3479166,0,0,0,0,0,19011368,0,0,0,14825139,0,938315,0,0,0,4312113,0,0,0,3645267,0,0,0,0,0,0,0,0,2488858,0,0,0,1221710,0,0,805462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,19334273,394042,0,0,0,0,0,0,0,0,134774,0,0,0,0,0,0,0.0,645.2,0.0,0.0,0.0,558.4,0.0,31.7,0.0,0.0,0.0,97.4,0.0,0.0,0.0,158.5,0.0,0.0,0.0,0.0,0,85122030,0,0,0,97761911,0,4411476,0,0,0,44414515,0,0,0,20821023,0,0,0,0,0,30786785,0,0,0,27491588,0,0,0,0,0,13579238,0,0,0,8702703,0,0,0,0,
